"kingdom","phylum","class","order","family","sub_family","genus","iucn_threat_status","common_name_description","Sampling.Point","value","Species"
"Animalia","Arthropoda","Insecta","Ephemeroptera","Caenidae",NA,"Caenis",1,"mayflies","x310724_kn05_mzb2",2,"Caenis horaria"
"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae",NA,"Notonecta",1,"greater water boatman","x300724_kn03_mzb6",2,"Notonecta"
"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae",NA,"Notonecta",1,"greater water boatman","x310724_kn05_mzb1",1,"Notonecta"
"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae",NA,"Notonecta",1,"greater water boatman","x310724_kn06_mzb4",3,"Notonecta"
"Animalia","Arthropoda","Insecta","Hemiptera","Notonectidae",NA,"Notonecta",1,"greater water boatman","x310724_kn07_mzb6",1,"Notonecta"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x300724_kn02_mzb3",3,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x300724_kn02_mzb4",5,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x300724_kn03_mzb5",9,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x300724_kn03_mzb6",1,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x310724_kn05_mzb1",66,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x310724_kn05_mzb2",141,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x310724_kn06_mzb3",31,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x310724_kn06_mzb4",19,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x310724_kn07_mzb5",4,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x010824_kn10_mzb1",2,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x010824_kn10_mzb2",3,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Corixidae",NA,NA,1,"lesser water boatman","x010824_kn13_mzb7",1,"Corixidae"
"Animalia","Arthropoda","Insecta","Hemiptera","Pleidae",NA,"Plea",2,NA,"x300724_kn03_mzb5",10,"Plea minutissima"
"Animalia","Arthropoda","Insecta","Hemiptera","Pleidae",NA,"Plea",2,NA,"x300724_kn03_mzb6",1,"Plea minutissima"
"Animalia","Arthropoda","Insecta","Hemiptera","Nepidae",NA,"Nepa",1,"water scorpion","x310724_kn07_mzb6",1,"Nepa cinerea"
"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae",NA,NA,1,"pond skater","x300724_kn03_mzb6",1,"Gerridae"
"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae",NA,NA,1,"pond skater","x310724_kn05_mzb1",13,"Gerridae"
"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae",NA,NA,1,"pond skater","x310724_kn06_mzb3",1,"Gerridae"
"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae",NA,NA,1,"pond skater","x310724_kn06_mzb4",1,"Gerridae"
"Animalia","Arthropoda","Insecta","Hemiptera","Gerridae",NA,NA,1,"pond skater","x010824_kn13_mzb7",1,"Gerridae"
"Animalia","Arthropoda","Insecta","Hemiptera","Mesovellidae",NA,"Mesovelia",1,NA,"x310724_kn05_mzb1",5,"Mesovelia furcata"
"Animalia+A42:AC42","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,"Ilyocoris",1,"saucer bug","x300724_kn03_mzb5",1,"Ilyocoris cimicoides"
"Animalia+A42:AC42","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,"Ilyocoris",1,"saucer bug","x300724_kn03_mzb6",2,"Ilyocoris cimicoides"
"Animalia+A42:AC42","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,"Ilyocoris",1,"saucer bug","x310724_kn05_mzb1",31,"Ilyocoris cimicoides"
"Animalia+A42:AC42","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,"Ilyocoris",1,"saucer bug","x310724_kn05_mzb2",9,"Ilyocoris cimicoides"
"Animalia+A42:AC42","Arthropoda","Insecta","Hemiptera","Naucoridae",NA,"Ilyocoris",1,"saucer bug","x310724_kn06_mzb4",1,"Ilyocoris cimicoides"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x300724_kn01_mzb1",1,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x300724_kn01_mzb2",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x300724_kn02_mzb3",1,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x300724_kn02_mzb4",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x300724_kn03_mzb5",1,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn06_mzb3",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn06_mzb4",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn07_mzb5",10,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn07_mzb6",4,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn09_mzb9",4,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x310724_kn09_mzb10",1,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x010824_kn10_mzb1",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x010824_kn11_mzb3",1,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x010824_kn12_mzb5",3,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae",NA,"Sialis",2,"alderfly larva","x010824_kn13_mzb8",2,"Sialis lutaria"
"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae",NA,"Aeshna",4,"common brown hawker","x010824_kn10_mzb2",1,"Aeshna juncea"
"Animalia","Arthropoda","Insecta","Odonata","Aeshnidae",NA,"Aeshna",1,"southern hawker","x010824_kn10_mzb1",2,"Aeshna cyanea"
"Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,"Libellula",1,"scarce chaser","x310724_kn06_mzb3",1,"Libellula fulva"
"Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,NA,1,"unknown dragonfly 'chaser' nymph","x310724_kn05_mzb2",1,"Libellulidae"
"Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,"Libellula",1,"broad bodied chaser","x300724_kn03_mzb5",1,"Libellula depressa"
"Animalia","Arthropoda","Insecta","Odonata","Libellulidae",NA,"Libellula",1,"broad bodied chaser","x300724_kn03_mzb6",1,"Libellula depressa"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Coenagrion",1,"azure damselfly","x010824_kn10_mzb1",11,"Coenagrion puella"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Coenagrion",1,"azure damselfly","x010824_kn10_mzb2",2,"Coenagrion puella"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Enallagma",1,"common blue damselfly","x300724_kn03_mzb6",3,"Enallagma cyathigerum"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Enallagma",1,"common blue damselfly","x310724_kn05_mzb1",1,"Enallagma cyathigerum"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Enallagma",1,"common blue damselfly","x010824_kn10_mzb1",1,"Enallagma cyathigerum"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x300724_kn01_mzb1",1,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x310724_kn05_mzb1",10,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x310724_kn05_mzb2",5,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x310724_kn06_mzb4",2,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x010824_kn10_mzb1",1,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Ischnura",1,"blue tailed damselfly","x010824_kn10_mzb2",2,"Ischnura elegans"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,"Erythromma",1,"red eyed damselfly","x310724_kn06_mzb3",1,"Erythromma najas"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x300724_kn03_mzb5",8,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x300724_kn03_mzb6",6,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x310724_kn05_mzb1",26,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x310724_kn05_mzb2",11,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x310724_kn06_mzb4",3,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x010824_kn10_mzb1",24,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x010824_kn10_mzb2",14,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae",NA,NA,1,"unknown damselfly nymph","x010824_kn13_mzb8",1,"Coenagrionidae"
"Animalia","Arthropoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx",1,"banded demoiselle","x300724_kn01_mzb1",1,"Calopteryx splendens"
"Animalia","Arthropoda","Insecta","Odonata","Calopterygidae",NA,"Calopteryx",1,"banded demoiselle","x300724_kn01_mzb2",3,"Calopteryx splendens"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x300724_kn01_mzb1",10,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x300724_kn01_mzb2",10,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x300724_kn02_mzb3",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x300724_kn03_mzb6",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x300724_kn04_mzb7",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn05_mzb1",22,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn05_mzb2",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn06_mzb3",3,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn06_mzb4",2,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn07_mzb5",21,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn09_mzb9",10,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x310724_kn09_mzb10",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x010824_kn10_mzb1",1,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x010824_kn11_mzb3",4,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x010824_kn11_mzb4",3,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Leptoceridae",NA,NA,1,"caddis fly","x010824_kn12_mzb5",13,"Leptoceridae"
"Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae",NA,NA,1,"caddis fly","x310724_kn09_mzb10",21,"Limnephilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae",NA,NA,1,"caddis fly","x010824_kn11_mzb4",1,"Limnephilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Limnephilidae",NA,NA,1,"caddis fly","x010824_kn13_mzb8",2,"Limnephilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Polycentropodidae",NA,NA,1,"caddis fly","x300724_kn01_mzb1",5,"Polycentropodidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Polycentropodidae",NA,NA,1,"caddis fly","x300724_kn01_mzb2",3,"Polycentropodidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Polycentropodidae",NA,NA,1,"caddis fly","x310724_kn05_mzb2",2,"Polycentropodidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Polycentropodidae",NA,NA,1,"caddis fly","x310724_kn06_mzb3",1,"Polycentropodidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Polycentropodidae",NA,NA,1,"caddis fly","x310724_kn06_mzb4",2,"Polycentropodidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Psychomidae",NA,NA,1,"caddis fly","x010824_kn13_mzb8",1,"Psychomidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA,1,"caddis fly, purse casemaker ","x310724_kn05_mzb2",6,"Hydroptilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA,1,"caddis fly, purse casemaker ","x310724_kn06_mzb3",1,"Hydroptilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Hydroptilidae",NA,NA,1,"caddis fly, purse casemaker ","x310724_kn06_mzb4",6,"Hydroptilidae"
"Animalia","Arthropoda","Insecta","Trichoptera","Philopotamidae",NA,NA,1,"finger-net caddis fly","x310724_kn09_mzb9",2,"Philopotamidae"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn02_mzb3",10,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn02_mzb4",15,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn03_mzb5",16,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn03_mzb6",3,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn04_mzb7",1,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x300724_kn04_mzb8",1,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn05_mzb1",20,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn05_mzb2",6,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn06_mzb3",51,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn06_mzb4",58,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn07_mzb5",13,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn08_mzb7",42,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x310724_kn08_mzb8",39,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x010824_kn10_mzb1",11,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x010824_kn10_mzb2",3,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x010824_kn12_mzb5",1,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x010824_kn12_mzb6",2,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Crangonyctidae",NA,"Crangonyx",1,"freshwater shrimp","x010824_kn13_mzb7",1,"Crangonyx floridanus"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x300724_kn04_mzb7",2,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x300724_kn04_mzb8",1,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x310724_kn09_mzb9",3,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x310724_kn09_mzb10",67,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x010824_kn11_mzb3",126,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x010824_kn11_mzb4",76,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Amphipoda","Gammaridae",NA,"Gammarus",1,"freshwater shrimp","x010824_kn13_mzb7",8,"Gammarus pulex"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x300724_kn02_mzb3",2,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x300724_kn04_mzb7",4,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x300724_kn04_mzb8",1,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x310724_kn06_mzb3",4,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x310724_kn06_mzb4",1,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x310724_kn07_mzb5",4,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x310724_kn07_mzb6",3,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x310724_kn08_mzb8",1,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn10_mzb1",15,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn10_mzb2",5,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn11_mzb3",15,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn11_mzb4",10,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn12_mzb5",10,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn12_mzb6",2,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn13_mzb7",5,"Asellus aquaticus"
"Animalia","Arthropoda","Malacostraca","Isopoda","Asellidae",NA,"Asellus",4,"hoglouse","x010824_kn13_mzb8",13,"Asellus aquaticus"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x300724_kn02_mzb3",6,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x300724_kn02_mzb4",6,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn05_mzb1",3,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn05_mzb2",2,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn06_mzb3",2,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn07_mzb5",1,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn09_mzb9",1,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x310724_kn09_mzb10",1,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x010824_kn10_mzb1",2,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x010824_kn12_mzb5",1,"Cyprididae"
"Animalia","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA,1,"ostracods","x010824_kn13_mzb8",5,"Cyprididae"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x300724_kn02_mzb3",15,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x300724_kn02_mzb4",10,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x300724_kn03_mzb5",3,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x300724_kn03_mzb6",7,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn06_mzb3",6,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn06_mzb4",1,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn07_mzb5",19,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn07_mzb6",8,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn08_mzb7",1,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn09_mzb9",4,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x310724_kn09_mzb10",9,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x010824_kn11_mzb3",15,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x010824_kn11_mzb4",16,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x010824_kn12_mzb5",14,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x010824_kn12_mzb6",1,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"larger white pea clam","x010824_kn13_mzb7",3,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x300724_kn01_mzb2",1,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x300724_kn02_mzb3",60,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x300724_kn02_mzb4",144,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x300724_kn03_mzb5",1,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x300724_kn03_mzb6",3,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn05_mzb2",6,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn06_mzb3",16,"Pisidium"
"Animalia","Mollusca","Bivalvia","Sphaeriida","Sphaeriidae",NA,"Pisidium",1,"tiny 'pill' clam","x310724_kn06_mzb4",39,"Pisidium"
