Site,Location_ID,Lat,Long,Habitat,UK_Name,Scientific Name,Month_ID ,Month 1 Days Detected (%),Conservation Status (IUCN GB),,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Cuckoo,Cuculus canorus,76,75,red,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Great Tit,Parus major,54,75,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Greylag Goose,Anser anser,51,100,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Stock Dove,Columba oenas,31,87.5,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Long-tailed Tit,Aegithalos caudatus,29,87.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Robin,Erithacus rubecula,27,87.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Treecreeper,Certhia familiaris,27,62.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Jackdaw,Corvus monedula,22,75,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Whitethroat,Curruca communis,21,62.5,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Grey Heron,Ardea cinerea,20,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Common Tern,Sterna hirundo,20,50,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Black-headed Gull,Chroicocephalus ridibundus,19,87.5,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Oystercatcher,Haematopus ostralegus,18,75,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Mallard,Anas platyrhynchos,16,37.5,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Coot,Fulica atra,11,37.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Buzzard,Buteo buteo,8,50,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Little Grebe,Tachybaptus ruficollis,6,50,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Kingfisher,Alcedo atthis,5,37.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Mute Swan,Cygnus olor,3,25,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Cettis Warbler,Cettia cetti,1279,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Wren,Troglodytes troglodytes,861,100,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Blackcap,Sylvia atricapilla,567,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Blackbird,Turdus merula,333,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Great Spotted Woodpecker,Dendrocopos major,233,87.5,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Canada Goose,Branta canadensis,174,100,introduced,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Song Thrush,Turdus philomelos,118,62.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Greylag Goose,Anser anser,117,100,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Magpie,Pica pica,93,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Greenfinch,Chloris chloris,93,100,red,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Carrion Crow,Corvus corone,85,87.5,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Woodpigeon,Columba palumbus,81,100,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Cuckoo,Cuculus canorus,79,100,red,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Great Tit,Parus major,49,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Chiffchaff,Phylloscopus collybita,42,100,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Blue Tit,Cyanistes caeruleus,35,87.5,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Reed Bunting,Emberiza schoeniclus,28,37.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Long-tailed Tit,Aegithalos caudatus,25,75,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Mallard,Anas platyrhynchos,23,75,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Lesser Whitethroat,Curruca curruca,20,0,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Treecreeper,Certhia familiaris,19,75,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Nuthatch,Sitta europaea,18,75,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Goldfinch,Carduelis carduelis,16,75,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Common Tern,Sterna hirundo,15,62.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Black-headed Gull,Chroicocephalus ridibundus,15,62.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Jackdaw,Corvus monedula,13,75,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Moorhen,Gallinula chloropus,11,37.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Oystercatcher,Haematopus ostralegus,11,62.5,amber,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Coot,Fulica atra,9,50,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Grey Heron,Ardea cinerea,9,50,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Buzzard,Buteo buteo,7,50,green,,
Attenborough,23,52.904203,-1.222278,floodplain wetland mosaic,Chaffinch,Fringilla coelebs,3,25,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Chiffchaff,Phylloscopus collybita,845,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Reed Warbler,Acrocephalus scirpaceus,830,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Wren,Troglodytes troglodytes,460,100,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Mallard,Anas platyrhynchos,457,100,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Blackcap,Sylvia atricapilla,293,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Treecreeper,Certhia familiaris,276,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Moorhen,Gallinula chloropus,260,100,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Lesser Whitethroat,Curruca curruca,177,0,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Carrion Crow,Corvus corone,157,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Long-tailed Tit,Aegithalos caudatus,156,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Blackbird,Turdus merula,152,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Blue Tit,Cyanistes caeruleus,140,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Greenfinch,Chloris chloris,140,100,red,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Reed Bunting,Emberiza schoeniclus,129,87.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Magpie,Pica pica,127,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Robin,Erithacus rubecula,125,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Gadwall,Mareca strepera,116,87.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Canada Goose,Branta canadensis,113,100,introduced,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Coot,Fulica atra,111,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Cuckoo,Cuculus canorus,110,87.5,red,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Garden Warbler,Sylvia borin,75,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Greylag Goose,Anser anser,38,75,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Great Tit,Parus major,37,87.5,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Black-headed Gull,Chroicocephalus ridibundus,34,75,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Woodpigeon,Columba palumbus,30,87.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Jackdaw,Corvus monedula,20,100,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Common Tern,Sterna hirundo,16,25,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Great Spotted Woodpecker,Dendrocopos major,14,50,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Grey Heron,Ardea cinerea,14,75,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Cettis Warbler,Cettia cetti,11,75,green,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Dunnock,Prunella modularis,9,37.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Oystercatcher,Haematopus ostralegus,9,37.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Teal,Anas crecca,6,37.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Sparrowhawk,Accipiter nisus,6,12.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Song Thrush,Turdus philomelos,6,37.5,amber,,
Attenborough,24,52.906739,-1.223222,other neutral grassland,Buzzard,Buteo buteo,3,25,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Garden Warbler,Sylvia borin,1568,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Chiffchaff,Phylloscopus collybita,1134,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Wren,Troglodytes troglodytes,999,100,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Robin,Erithacus rubecula,779,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Woodpigeon,Columba palumbus,444,100,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Canada Goose,Branta canadensis,443,100,introduced,,
Attenborough,25,52.904008,-1.217331,wet woodland,Blackcap,Sylvia atricapilla,340,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Greylag Goose,Anser anser,170,100,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Common Tern,Sterna hirundo,105,100,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Blackbird,Turdus merula,82,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Carrion Crow,Corvus corone,67,87.5,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Long-tailed Tit,Aegithalos caudatus,64,75,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Treecreeper,Certhia familiaris,63,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Stock Dove,Columba oenas,49,100,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Black-headed Gull,Chroicocephalus ridibundus,45,87.5,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Mallard,Anas platyrhynchos,44,87.5,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Blue Tit,Cyanistes caeruleus,30,75,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Rook,Corvus frugilegus,25,62.5,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Great Spotted Woodpecker,Dendrocopos major,23,12.5,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Great Tit,Parus major,17,75,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Coot,Fulica atra,14,50,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Goldcrest,Regulus regulus,13,62.5,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Grey Heron,Ardea cinerea,12,100,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Jackdaw,Corvus monedula,11,75,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Pheasant,Phasianus colchicus,8,37.5,introduced,,
Attenborough,25,52.904008,-1.217331,wet woodland,Magpie,Pica pica,8,37.5,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Cettis Warbler,Cettia cetti,8,50,green,,
Attenborough,25,52.904008,-1.217331,wet woodland,Dunnock,Prunella modularis,7,50,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Oystercatcher,Haematopus ostralegus,6,62.5,amber,,
Attenborough,25,52.904008,-1.217331,wet woodland,Egyptian Goose,Alopochen aegyptiaca,6,62.5,introduced,,
Attenborough,25,52.904008,-1.217331,wet woodland,Cuckoo,Cuculus canorus,5,37.5,red,,
Attenborough,25,52.904008,-1.217331,wet woodland,Swift,Apus apus,1,12.5,red,,
Attenborough,26,52.908242,-1.214977,reedbed,Reed Bunting,Emberiza schoeniclus,668,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Woodpigeon,Columba palumbus,582,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Wren,Troglodytes troglodytes,515,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Cuckoo,Cuculus canorus,372,100,red,,
Attenborough,26,52.908242,-1.214977,reedbed,Blackcap,Sylvia atricapilla,306,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Canada Goose,Branta canadensis,215,100,introduced,,
Attenborough,26,52.908242,-1.214977,reedbed,Chiffchaff,Phylloscopus collybita,212,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Magpie,Pica pica,125,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Reed Warbler,Acrocephalus scirpaceus,79,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Dunnock,Prunella modularis,78,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Greylag Goose,Anser anser,70,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Cettis Warbler,Cettia cetti,55,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Moorhen,Gallinula chloropus,52,100,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Carrion Crow,Corvus corone,51,100,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Blue Tit,Cyanistes caeruleus,44,62.5,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Robin,Erithacus rubecula,34,62.5,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Common Tern,Sterna hirundo,31,50,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Treecreeper,Certhia familiaris,23,75,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Long-tailed Tit,Aegithalos caudatus,21,75,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Jackdaw,Corvus monedula,17,75,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Song Thrush,Turdus philomelos,15,50,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Blackbird,Turdus merula,15,87.5,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Pheasant,Phasianus colchicus,13,50,introduced,,
Attenborough,26,52.908242,-1.214977,reedbed,Mallard,Anas platyrhynchos,11,50,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Black-headed Gull,Chroicocephalus ridibundus,10,50,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Oystercatcher,Haematopus ostralegus,9,62.5,amber,,
Attenborough,26,52.908242,-1.214977,reedbed,Greenfinch,Chloris chloris,8,50,red,,
Attenborough,26,52.908242,-1.214977,reedbed,Coot,Fulica atra,7,37.5,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Great Tit,Parus major,7,37.5,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Egyptian Goose,Alopochen aegyptiaca,5,25,introduced,,
Attenborough,26,52.908242,-1.214977,reedbed,Goldfinch,Carduelis carduelis,4,25,green,,
Attenborough,26,52.908242,-1.214977,reedbed,Green Woodpecker,Picus viridis,3,37.5,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Song Thrush,Turdus philomelos,287,100,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Treecreeper,Certhia familiaris,272,100,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Blackbird,Turdus merula,252,100,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Carrion Crow,Corvus corone,245,100,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Stock Dove,Columba oenas,230,100,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Woodpigeon,Columba palumbus,230,100,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Wren,Troglodytes troglodytes,229,100,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Blackcap,Sylvia atricapilla,224,100,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Robin,Erithacus rubecula,218,100,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Tawny Owl,Strix aluco,162,62.5,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Cuckoo,Cuculus canorus,153,100,red,,
Attenborough,27,52.91033,-1.21932,wet woodland,Magpie,Pica pica,104,87.5,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Spotted Flycatcher,Muscicapa striata,89,100,red,,
Attenborough,27,52.91033,-1.21932,wet woodland,Great Spotted Woodpecker,Dendrocopos major,69,62.5,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Goldcrest,Regulus regulus,66,75,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Chiffchaff,Phylloscopus collybita,53,75,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Pheasant,Phasianus colchicus,41,87.5,introduced,,
Attenborough,27,52.91033,-1.21932,wet woodland,Dunnock,Prunella modularis,17,75,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Willow Warbler,Phylloscopus trochilus,9,62.5,amber,,
Attenborough,27,52.91033,-1.21932,wet woodland,Canada Goose,Branta canadensis,7,25,introduced,,
Attenborough,27,52.91033,-1.21932,wet woodland,Great Tit,Parus major,6,25,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Grey Heron,Ardea cinerea,4,25,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Blue Tit,Cyanistes caeruleus,4,12.5,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Jay,Garrulus glandarius,3,37.5,green,,
Attenborough,27,52.91033,-1.21932,wet woodland,Black-headed Gull,Chroicocephalus ridibundus,3,12.5,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Wren,Troglodytes troglodytes,1376,100,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Carrion Crow,Corvus corone,746,100,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Blackcap,Sylvia atricapilla,586,100,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Blackbird,Turdus merula,445,100,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Woodpigeon,Columba palumbus,407,100,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Stock Dove,Columba oenas,366,100,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Treecreeper,Certhia familiaris,276,100,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Woodcock,Scolopax rusticola,168,100,red,,
Attenborough,28,52.90973,-1.21785,wet woodland,Song Thrush,Turdus philomelos,146,100,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Cuckoo,Cuculus canorus,134,87.5,red,,
Attenborough,28,52.90973,-1.21785,wet woodland,Great Spotted Woodpecker,Dendrocopos major,87,75,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Robin,Erithacus rubecula,76,100,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Magpie,Pica pica,65,75,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Canada Goose,Branta canadensis,61,87.5,introduced,,
Attenborough,28,52.90973,-1.21785,wet woodland,Chiffchaff,Phylloscopus collybita,31,62.5,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Jackdaw,Corvus monedula,30,87.5,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Goldcrest,Regulus regulus,26,62.5,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Tawny Owl,Strix aluco,20,75,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Chaffinch,Fringilla coelebs,17,37.5,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Dunnock,Prunella modularis,11,50,amber,,
Attenborough,28,52.90973,-1.21785,wet woodland,Grey Heron,Ardea cinerea,11,75,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Pheasant,Phasianus colchicus,10,50,introduced,,
Attenborough,28,52.90973,-1.21785,wet woodland,Blue Tit,Cyanistes caeruleus,9,50,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Coot,Fulica atra,6,25,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Buzzard,Buteo buteo,4,37.5,green,,
Attenborough,28,52.90973,-1.21785,wet woodland,Swift,Apus apus,3,25,red,,
Attenborough,28,52.90973,-1.21785,wet woodland,Black-headed Gull,Chroicocephalus ridibundus,3,25,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Wren,Troglodytes troglodytes,1009,100,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Treecreeper,Certhia familiaris,642,100,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Carrion Crow,Corvus corone,375,100,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Woodpigeon,Columba palumbus,305,100,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Blackcap,Sylvia atricapilla,230,100,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Song Thrush,Turdus philomelos,209,100,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Stock Dove,Columba oenas,208,100,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Tawny Owl,Strix aluco,199,75,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Reed Warbler,Acrocephalus scirpaceus,189,87.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Spotted Flycatcher,Muscicapa striata,165,100,red,,
Attenborough,29,52.91205,-1.21774,reedbed,Blackbird,Turdus merula,131,100,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Cuckoo,Cuculus canorus,114,100,red,,
Attenborough,29,52.91205,-1.21774,reedbed,Robin,Erithacus rubecula,75,100,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Long-tailed Tit,Aegithalos caudatus,55,62.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Great Spotted Woodpecker,Dendrocopos major,46,87.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Buzzard,Buteo buteo,32,62.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Black-headed Gull,Chroicocephalus ridibundus,28,62.5,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Magpie,Pica pica,22,37.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Moorhen,Gallinula chloropus,19,87.5,amber,,
Attenborough,29,52.91205,-1.21774,reedbed,Canada Goose,Branta canadensis,19,87.5,introduced,,
Attenborough,29,52.91205,-1.21774,reedbed,Jackdaw,Corvus monedula,11,62.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Chiffchaff,Phylloscopus collybita,11,37.5,green,,
Attenborough,29,52.91205,-1.21774,reedbed,Dunnock,Prunella modularis,5,37.5,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Canada Goose,Branta canadensis,1300,100,introduced,,
Attenborough,30,52.91088,-1.21859,reedbed,Goldfinch,Carduelis carduelis,361,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Wren,Troglodytes troglodytes,261,100,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Blue Tit,Cyanistes caeruleus,132,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Long-tailed Tit,Aegithalos caudatus,128,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Common Tern,Sterna hirundo,113,100,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Greylag Goose,Anser anser,111,87.5,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Magpie,Pica pica,102,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Oystercatcher,Haematopus ostralegus,94,100,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,House Martin,Delichon urbicum,90,87.5,red,,
Attenborough,30,52.91088,-1.21859,reedbed,Blackcap,Sylvia atricapilla,90,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Reed Warbler,Acrocephalus scirpaceus,86,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Sand Martin,Riparia riparia,64,100,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Carrion Crow,Corvus corone,52,75,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Black-headed Gull,Chroicocephalus ridibundus,43,87.5,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Mallard,Anas platyrhynchos,41,100,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Greenfinch,Chloris chloris,30,37.5,red,,
Attenborough,30,52.91088,-1.21859,reedbed,Sedge Warbler,Acrocephalus schoenobaenus,25,50,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Great Spotted Woodpecker,Dendrocopos major,25,50,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Cettis Warbler,Cettia cetti,23,75,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Blackbird,Turdus merula,22,62.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Jackdaw,Corvus monedula,16,87.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Egyptian Goose,Alopochen aegyptiaca,10,50,introduced,,
Attenborough,30,52.91088,-1.21859,reedbed,Chiffchaff,Phylloscopus collybita,9,50,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Robin,Erithacus rubecula,9,50,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Woodpigeon,Columba palumbus,8,37.5,amber,,
Attenborough,30,52.91088,-1.21859,reedbed,Great Tit,Parus major,7,50,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Mute Swan,Cygnus olor,3,37.5,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Coot,Fulica atra,3,25,green,,
Attenborough,30,52.91088,-1.21859,reedbed,Moorhen,Gallinula chloropus,2,12.5,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Woodpigeon,Columba palumbus,938,100,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Wren,Troglodytes troglodytes,563,87.5,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Blackcap,Sylvia atricapilla,526,100,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Magpie,Pica pica,378,87.5,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Stock Dove,Columba oenas,261,100,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Jackdaw,Corvus monedula,207,100,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Carrion Crow,Corvus corone,200,100,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Dunnock,Prunella modularis,184,100,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Chaffinch,Fringilla coelebs,153,75,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Robin,Erithacus rubecula,148,100,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Long-tailed Tit,Aegithalos caudatus,117,100,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Song Thrush,Turdus philomelos,105,75,amber,,
Attenborough,32,52.910867,-1.21381,reedbed,Cettis Warbler,Cettia cetti,100,87.5,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Goldfinch,Carduelis carduelis,83,62.5,green,,
Attenborough,32,52.910867,-1.21381,reedbed,Blackbird,Turdus merula,73,87.5,green,,
