Site,Location_ID,Lat,Long,Habitat,UK_Name,Scientific Name,Month_ID ,Month 1 Days Detected (%),Conservation Status (IUCN GB),,
Attenborough,15,52.896359,-1.225334,mixed scrub,Blackcap,Sylvia atricapilla,1327,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Wren,Troglodytes troglodytes,639,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Cettis Warbler,Cettia cetti,477,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Coot,Fulica atra,378,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Robin,Erithacus rubecula,315,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Whitethroat,Curruca communis,241,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Chiffchaff,Phylloscopus collybita,231,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Dunnock,Prunella modularis,176,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Egyptian Goose,Alopochen aegyptiaca,162,100,introduced,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Song Thrush,Turdus philomelos,136,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Long-tailed Tit,Aegithalos caudatus,127,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Blue Tit,Cyanistes caeruleus,122,87.5,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Oystercatcher,Haematopus ostralegus,116,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Greenfinch,Chloris chloris,104,87.5,red,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Cuckoo,Cuculus canorus,91,62.5,red,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Mallard,Anas platyrhynchos,86,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Blackbird,Turdus merula,80,87.5,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Garden Warbler,Sylvia borin,79,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Treecreeper,Certhia familiaris,56,87.5,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Goldfinch,Carduelis carduelis,55,87.5,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Carrion Crow,Corvus corone,50,100,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Black-headed Gull,Chroicocephalus ridibundus,39,75,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Woodpigeon,Columba palumbus,37,100,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Herring Gull,Larus argentatus,27,75,red,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Moorhen,Gallinula chloropus,21,87.5,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Yellow-legged Gull,Larus michahellis,16,75,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Grey Heron,Ardea cinerea,13,75,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Mute Swan,Cygnus olor,13,50,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Bullfinch,Pyrrhula pyrrhula,8,50,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Little Ringed Plover,Charadrius dubius,7,50,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Little Grebe,Tachybaptus ruficollis,7,25,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Pheasant,Phasianus colchicus,7,50,introduced,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Teal,Anas crecca,5,50,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Reed Warbler,Acrocephalus scirpaceus,4,25,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Swallow,Hirundo rustica,4,25,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Tufted Duck,Aythya fuligula,4,37.5,green,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Swift,Apus apus,4,25,red,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Common Tern,Sterna hirundo,3,25,amber,,
Attenborough,15,52.896359,-1.225334,mixed scrub,Magpie,Pica pica,3,25,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Sedge Warbler,Acrocephalus schoenobaenus,4052,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Wren,Troglodytes troglodytes,1748,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Canada Goose,Branta canadensis,779,100,introduced,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Blue Tit,Cyanistes caeruleus,513,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Dunnock,Prunella modularis,354,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Greylag Goose,Anser anser,327,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Robin,Erithacus rubecula,249,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Magpie,Pica pica,225,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Garden Warbler,Sylvia borin,197,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Woodpigeon,Columba palumbus,193,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Blackbird,Turdus merula,173,87.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Whitethroat,Curruca communis,117,100,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Coot,Fulica atra,90,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Blackcap,Sylvia atricapilla,81,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Song Thrush,Turdus philomelos,68,87.5,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Long-tailed Tit,Aegithalos caudatus,66,87.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Cettis Warbler,Cettia cetti,63,100,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Cuckoo,Cuculus canorus,52,75,red,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Great Tit,Parus major,48,87.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Pheasant,Phasianus colchicus,40,62.5,introduced,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Oystercatcher,Haematopus ostralegus,27,75,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Greenfinch,Chloris chloris,24,37.5,red,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Coal Tit,Periparus ater,21,87.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Swift,Apus apus,20,50,red,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Kingfisher,Alcedo atthis,17,75,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Carrion Crow,Corvus corone,16,75,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Jackdaw,Corvus monedula,12,37.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Herring Gull,Larus argentatus,11,50,red,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Egyptian Goose,Alopochen aegyptiaca,8,50,introduced,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Grey Heron,Ardea cinerea,8,37.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Little Grebe,Tachybaptus ruficollis,7,12.5,green,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Mallard,Anas platyrhynchos,7,75,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,House Martin,Delichon urbicum,4,25,red,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Moorhen,Gallinula chloropus,1,12.5,amber,,
Attenborough,16,52.898108,-1.220923,other neutral grassland,Barn Owl,Tyto alba,1,12.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Wren,Troglodytes troglodytes,2484,100,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Reed Warbler,Acrocephalus scirpaceus,1257,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Reed Bunting,Emberiza schoeniclus,966,100,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Canada Goose,Branta canadensis,242,100,introduced,,
Attenborough,17,52.901067,-1.221877,reedbed,Woodpigeon,Columba palumbus,218,100,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Garden Warbler,Sylvia borin,162,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Cuckoo,Cuculus canorus,147,100,red,,
Attenborough,17,52.901067,-1.221877,reedbed,Blackbird,Turdus merula,113,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Robin,Erithacus rubecula,112,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Blackcap,Sylvia atricapilla,98,87.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Greylag Goose,Anser anser,95,100,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Coot,Fulica atra,81,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Cettis Warbler,Cettia cetti,81,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Carrion Crow,Corvus corone,73,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Blue Tit,Cyanistes caeruleus,62,100,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Goldfinch,Carduelis carduelis,61,87.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Magpie,Pica pica,45,75,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Long-tailed Tit,Aegithalos caudatus,32,87.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Moorhen,Gallinula chloropus,32,100,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Mallard,Anas platyrhynchos,31,62.5,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Treecreeper,Certhia familiaris,20,75,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Dunnock,Prunella modularis,17,75,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Oystercatcher,Haematopus ostralegus,11,62.5,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Greenfinch,Chloris chloris,11,62.5,red,,
Attenborough,17,52.901067,-1.221877,reedbed,Chiffchaff,Phylloscopus collybita,11,37.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Grey Heron,Ardea cinerea,10,62.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Goldcrest,Regulus regulus,7,12.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Great Spotted Woodpecker,Dendrocopos major,6,50,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Rook,Corvus frugilegus,4,37.5,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Common Tern,Sterna hirundo,4,25,amber,,
Attenborough,17,52.901067,-1.221877,reedbed,Mute Swan,Cygnus olor,2,25,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Jackdaw,Corvus monedula,2,12.5,green,,
Attenborough,17,52.901067,-1.221877,reedbed,Swift,Apus apus,1,12.5,red,,
Attenborough,18,52.900231,-1.224224,wet woodland,Garden Warbler,Sylvia borin,681,87.5,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Robin,Erithacus rubecula,632,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Cuckoo,Cuculus canorus,385,100,red,,
Attenborough,18,52.900231,-1.224224,wet woodland,Cettis Warbler,Cettia cetti,361,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Canada Goose,Branta canadensis,336,100,introduced,,
Attenborough,18,52.900231,-1.224224,wet woodland,Wren,Troglodytes troglodytes,325,100,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Magpie,Pica pica,252,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Carrion Crow,Corvus corone,239,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Woodpigeon,Columba palumbus,147,100,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Greylag Goose,Anser anser,142,100,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Chiffchaff,Phylloscopus collybita,115,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Blackcap,Sylvia atricapilla,106,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Lesser Whitethroat,Curruca curruca,77,0,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Blue Tit,Cyanistes caeruleus,53,62.5,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Long-tailed Tit,Aegithalos caudatus,45,87.5,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Coot,Fulica atra,41,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Reed Bunting,Emberiza schoeniclus,41,100,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Treecreeper,Certhia familiaris,38,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Blackbird,Turdus merula,36,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Mallard,Anas platyrhynchos,32,75,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Dunnock,Prunella modularis,30,87.5,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Black-headed Gull,Chroicocephalus ridibundus,28,62.5,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Oystercatcher,Haematopus ostralegus,27,75,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Grey Heron,Ardea cinerea,27,100,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Great Tit,Parus major,25,62.5,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Moorhen,Gallinula chloropus,19,87.5,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Herring Gull,Larus argentatus,15,37.5,red,,
Attenborough,18,52.900231,-1.224224,wet woodland,Jackdaw,Corvus monedula,13,50,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Song Thrush,Turdus philomelos,7,50,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Buzzard,Buteo buteo,6,50,green,,
Attenborough,18,52.900231,-1.224224,wet woodland,Common Tern,Sterna hirundo,6,25,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Rook,Corvus frugilegus,6,50,amber,,
Attenborough,18,52.900231,-1.224224,wet woodland,Egyptian Goose,Alopochen aegyptiaca,5,37.5,introduced,,
Attenborough,18,52.900231,-1.224224,wet woodland,Swift,Apus apus,4,50,red,,
Attenborough,18,52.900231,-1.224224,wet woodland,Mute Swan,Cygnus olor,1,12.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Reed Warbler,Acrocephalus scirpaceus,1330,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Reed Bunting,Emberiza schoeniclus,658,100,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Wren,Troglodytes troglodytes,561,100,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Woodpigeon,Columba palumbus,493,100,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Robin,Erithacus rubecula,376,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Canada Goose,Branta canadensis,229,100,introduced,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Goldfinch,Carduelis carduelis,194,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Blue Tit,Cyanistes caeruleus,154,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Carrion Crow,Corvus corone,142,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Long-tailed Tit,Aegithalos caudatus,119,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Magpie,Pica pica,87,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Great Spotted Woodpecker,Dendrocopos major,73,75,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Dunnock,Prunella modularis,67,87.5,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Blackbird,Turdus merula,62,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Blackcap,Sylvia atricapilla,61,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Treecreeper,Certhia familiaris,51,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Garden Warbler,Sylvia borin,40,75,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Kingfisher,Alcedo atthis,38,62.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Stock Dove,Columba oenas,36,87.5,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Song Thrush,Turdus philomelos,35,75,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Greenfinch,Chloris chloris,35,100,red,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Greylag Goose,Anser anser,30,100,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Great Tit,Parus major,30,100,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Black-headed Gull,Chroicocephalus ridibundus,25,62.5,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Cuckoo,Cuculus canorus,22,50,red,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Chiffchaff,Phylloscopus collybita,21,87.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Oystercatcher,Haematopus ostralegus,16,50,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Mallard,Anas platyrhynchos,14,87.5,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Coot,Fulica atra,13,62.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Grey Heron,Ardea cinerea,9,87.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Jackdaw,Corvus monedula,8,25,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Cettis Warbler,Cettia cetti,8,50,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Buzzard,Buteo buteo,6,50,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Goldcrest,Regulus regulus,6,37.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Mute Swan,Cygnus olor,5,37.5,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Moorhen,Gallinula chloropus,5,62.5,amber,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Green Woodpecker,Picus viridis,4,25,green,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Swift,Apus apus,3,25,red,,
Attenborough,19,52.903399,-1.226677,other neutral grassland,Chaffinch,Fringilla coelebs,3,25,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Wren,Troglodytes troglodytes,948,100,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Great Spotted Woodpecker,Dendrocopos major,628,87.5,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Greenfinch,Chloris chloris,401,100,red,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Woodpigeon,Columba palumbus,367,100,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Blackcap,Sylvia atricapilla,279,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Blackbird,Turdus merula,204,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Chiffchaff,Phylloscopus collybita,187,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Goldfinch,Carduelis carduelis,152,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Cettis Warbler,Cettia cetti,139,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Reed Warbler,Acrocephalus scirpaceus,125,25,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Lesser Whitethroat,Curruca curruca,122,0,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Moorhen,Gallinula chloropus,111,87.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Song Thrush,Turdus philomelos,99,62.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Garden Warbler,Sylvia borin,99,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Magpie,Pica pica,95,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Carrion Crow,Corvus corone,87,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Robin,Erithacus rubecula,79,100,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Long-tailed Tit,Aegithalos caudatus,78,75,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Cuckoo,Cuculus canorus,68,87.5,red,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Canada Goose,Branta canadensis,66,75,introduced,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Blue Tit,Cyanistes caeruleus,62,87.5,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Reed Bunting,Emberiza schoeniclus,46,62.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Whitethroat,Curruca communis,41,100,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Spotted Flycatcher,Muscicapa striata,21,87.5,red,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Oystercatcher,Haematopus ostralegus,18,75,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Treecreeper,Certhia familiaris,16,87.5,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Coot,Fulica atra,15,50,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Jackdaw,Corvus monedula,14,75,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Great Tit,Parus major,14,50,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Greylag Goose,Anser anser,13,62.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Black-headed Gull,Chroicocephalus ridibundus,10,62.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Buzzard,Buteo buteo,10,75,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Grey Heron,Ardea cinerea,5,37.5,green,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Mallard,Anas platyrhynchos,5,37.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Dunnock,Prunella modularis,4,37.5,amber,,
Attenborough,20,52.905348,-1.224648,floodplain wetland mosaic,Chaffinch,Fringilla coelebs,2,25,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Woodpigeon,Columba palumbus,829,100,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Wren,Troglodytes troglodytes,791,100,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Robin,Erithacus rubecula,335,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Carrion Crow,Corvus corone,181,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Blackcap,Sylvia atricapilla,169,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Kingfisher,Alcedo atthis,161,87.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Rook,Corvus frugilegus,89,87.5,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Canada Goose,Branta canadensis,88,100,introduced,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Cuckoo,Cuculus canorus,75,62.5,red,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Treecreeper,Certhia familiaris,69,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Magpie,Pica pica,54,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Blackbird,Turdus merula,52,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Greylag Goose,Anser anser,47,100,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Reed Warbler,Acrocephalus scirpaceus,47,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Blue Tit,Cyanistes caeruleus,35,62.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Long-tailed Tit,Aegithalos caudatus,33,50,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Great Spotted Woodpecker,Dendrocopos major,30,75,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Goldcrest,Regulus regulus,29,62.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Chiffchaff,Phylloscopus collybita,25,62.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Grey Heron,Ardea cinerea,19,100,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Song Thrush,Turdus philomelos,18,37.5,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Oystercatcher,Haematopus ostralegus,15,50,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Mallard,Anas platyrhynchos,13,87.5,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Coot,Fulica atra,12,50,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Common Tern,Sterna hirundo,10,50,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Mute Swan,Cygnus olor,9,62.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Black-headed Gull,Chroicocephalus ridibundus,8,37.5,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Jackdaw,Corvus monedula,8,62.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Buzzard,Buteo buteo,6,25,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Goldfinch,Carduelis carduelis,5,37.5,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Moorhen,Gallinula chloropus,3,25,amber,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Chaffinch,Fringilla coelebs,2,25,green,,
Attenborough,21,52.903224,-1.225456,mixed scrub,Green Woodpecker,Picus viridis,2,12.5,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Cettis Warbler,Cettia cetti,1296,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Great Spotted Woodpecker,Dendrocopos major,366,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Greenfinch,Chloris chloris,301,100,red,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Lesser Whitethroat,Curruca curruca,300,0,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Blackcap,Sylvia atricapilla,288,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Woodpigeon,Columba palumbus,221,100,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Blackbird,Turdus merula,165,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Chiffchaff,Phylloscopus collybita,150,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Canada Goose,Branta canadensis,138,100,introduced,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Goldfinch,Carduelis carduelis,118,75,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Blue Tit,Cyanistes caeruleus,117,75,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Song Thrush,Turdus philomelos,117,75,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Carrion Crow,Corvus corone,113,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Magpie,Pica pica,105,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Garden Warbler,Sylvia borin,103,100,green,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Reed Bunting,Emberiza schoeniclus,100,75,amber,,
Attenborough,22,52.904481,-1.22358,floodplain wetland mosaic,Wren,Troglodytes troglodytes,86,100,amber,,
