Survey ID,Initials,Date,Time,Site,Latitude,Longitude,Temperature,Cloud%,Wind,Species,Scientific_Name,Count,Notes
22,AM,13/06/2024,626,Attenborough,52.9011,-1.2218,7,50,bf1,Robin,Erithacus_rubecula,2,
23,AM,13/06/2024,650,Attenborough,52.8963,-1.2255,8,70,bf1,Robin,Erithacus_rubecula,3,
24,AM,13/06/2024,711,Attenborough,52.8972,-1.23,9,70,bf1,Robin,Erithacus_rubecula,3,
25,AM,13/06/2024,730,Attenborough,52.8943,-1.2327,9,70,bf1,Robin,Erithacus_rubecula,4,
26,AM,13/06/2024,809,Attenborough,52.893,-1.237,10,90,bf1,Robin,Erithacus_rubecula,1,
27,AM,13/06/2024,842,Attenborough,52.898,-1.2207,11,80,bf1,Robin,Erithacus_rubecula,1,
28,AM,13/06/2024,933,Attenborough,52.9025,-1.232,12,80,bf0,Robin,Erithacus_rubecula,1,
32,AM,14/06/2024,641,Attenborough,52.91,-1.2177,13,95,bf0,Robin,Erithacus_rubecula,2,
35,AM,14/06/2024,804,Attenborough,52.914,-1.2184,15,90,bf1,Robin,Erithacus_rubecula,1,
38,AM,14/06/2024,910,Attenborough,52.9032,-1.2257,15,90,bf1,Robin,Erithacus_rubecula,1,
39,AM,14/06/2024,925,Attenborough,52.9055,-1.2246,15,80,bf1,Robin,Erithacus_rubecula,1,
37,AM,14/06/2024,859,Attenborough,52.9033,-1.2279,15,90,bf0,Rook,Corvus_frugilegus,1,
2,AM,06/06/2024,639,Attenborough,52.8953,-1.2404,11,40,bf1,Sedge warbler,Acrocephalus_schoenobaenus,2,
24,AM,13/06/2024,711,Attenborough,52.8972,-1.23,9,70,bf1,Sedge warbler,Acrocephalus_schoenobaenus,2,
25,AM,13/06/2024,730,Attenborough,52.8943,-1.2327,9,70,bf1,Sedge warbler,Acrocephalus_schoenobaenus,2,
27,AM,13/06/2024,842,Attenborough,52.898,-1.2207,11,80,bf1,Sedge warbler,Acrocephalus_schoenobaenus,1,
18,AM,07/06/2024,923,Attenborough,52.9081,-1.2148,14,40,bf1,Skylark,Alauda_arvensis,1,
3,AM,06/06/2024,710,Attenborough,52.8974,-1.2444,11,40,bf1,Song thrush,Turdus_philomelos,2,
9,AM,06/06/2024,931,Attenborough,52.8997,-1.2296,13,30,bf2,Song thrush,Turdus_philomelos,1,
11,AM,07/06/2024,605,Attenborough,52.9082,-1.2259,9,5,bf0,Song thrush,Turdus_philomelos,1,
16,AM,07/06/2024,810,Attenborough,52.9128,-1.216,13,80,bf0,Song thrush,Turdus_philomelos,1,
21,AM,13/06/2024,606,Attenborough,52.9002,-1.224,7,50,bf1,Song thrush,Turdus_philomelos,1,
23,AM,13/06/2024,650,Attenborough,52.8963,-1.2255,8,70,bf1,Song thrush,Turdus_philomelos,1,
24,AM,13/06/2024,711,Attenborough,52.8972,-1.23,9,70,bf1,Song thrush,Turdus_philomelos,1,
31,AM,14/06/2024,617,Attenborough,52.91,-1.2215,13,95,bf0,Song thrush,Turdus_philomelos,1,
32,AM,14/06/2024,641,Attenborough,52.91,-1.2177,13,95,bf0,Song thrush,Turdus_philomelos,2,
33,AM,14/06/2024,707,Attenborough,52.9116,-1.2221,14,90,bf2,Song thrush,Turdus_philomelos,1,
34,AM,14/06/2024,730,Attenborough,52.9165,-1.2142,14,95,bf1,Song thrush,Turdus_philomelos,1,
25,AM,13/06/2024,730,Attenborough,52.8943,-1.2327,9,70,bf1,Stock dove,Columba_oenas,2,
16,AM,07/06/2024,810,Attenborough,52.9128,-1.216,13,80,bf0,Treecreeper,Certhia_familiaris,1,
22,AM,13/06/2024,626,Attenborough,52.9011,-1.2218,7,50,bf1,Treecreeper,Certhia_familiaris,1,
31,AM,14/06/2024,617,Attenborough,52.91,-1.2215,13,95,bf0,Treecreeper,Certhia_familiaris,1,
29,AM,13/06/2024,951,Attenborough,52.9035,-1.2316,14,70,bf1,Tufted duck,Aythya_fuligula,3,
12,AM,07/06/2024,633,Attenborough,52.9109,-1.223,10,5,bf1,Willow warbler,Phylloscopus_trochilus,1,
13,AM,07/06/2024,658,Attenborough,52.9104,-1.2197,10,5,bf0,Willow warbler,Phylloscopus_trochilus,2,
31,AM,14/06/2024,617,Attenborough,52.91,-1.2215,13,95,bf0,Willow warbler,Phylloscopus_trochilus,2,
2,AM,06/06/2024,639,Attenborough,52.8953,-1.2404,11,40,bf1,Woodpigeon,Columba_palumbus,2,
4,AM,06/06/2024,728,Attenborough,52.8974,-1.2457,12,20,bf0,Woodpigeon,Columba_palumbus,1,
5,AM,06/06/2024,750,Attenborough,52.8999,-1.2415,12,20,bf0,Woodpigeon,Columba_palumbus,2,
7,AM,06/06/2024,830,Attenborough,52.9005,-1.2335,12,20,bf0,Woodpigeon,Columba_palumbus,3,
10,AM,07/06/2024,535,Attenborough,52.9084,-1.2276,9,10,bf0,Woodpigeon,Columba_palumbus,4,
12,AM,07/06/2024,633,Attenborough,52.9109,-1.223,10,5,bf1,Woodpigeon,Columba_palumbus,2,
17,AM,07/06/2024,858,Attenborough,52.9105,-1.2143,13,80,bf1,Woodpigeon,Columba_palumbus,1,
21,AM,13/06/2024,606,Attenborough,52.9002,-1.224,7,50,bf1,Woodpigeon,Columba_palumbus,2,
24,AM,13/06/2024,711,Attenborough,52.8972,-1.23,9,70,bf1,Woodpigeon,Columba_palumbus,4,
28,AM,13/06/2024,933,Attenborough,52.9025,-1.232,12,80,bf0,Woodpigeon,Columba_palumbus,2,
29,AM,13/06/2024,951,Attenborough,52.9035,-1.2316,14,70,bf1,Woodpigeon,Columba_palumbus,1,
32,AM,14/06/2024,641,Attenborough,52.91,-1.2177,13,95,bf0,Woodpigeon,Columba_palumbus,1,
33,AM,14/06/2024,707,Attenborough,52.9116,-1.2221,14,90,bf2,Woodpigeon,Columba_palumbus,1,
35,AM,14/06/2024,804,Attenborough,52.914,-1.2184,15,90,bf1,Woodpigeon,Columba_palumbus,1,
38,AM,14/06/2024,910,Attenborough,52.9032,-1.2257,15,90,bf1,Woodpigeon,Columba_palumbus,2,
1,AM,06/06/2024,559,Attenborough,52.9011,-1.2395,11,40,bf0,Wren,Troglodytes_troglodytes,4,
2,AM,06/06/2024,639,Attenborough,52.8953,-1.2404,11,40,bf1,Wren,Troglodytes_troglodytes,2,
3,AM,06/06/2024,710,Attenborough,52.8974,-1.2444,11,40,bf1,Wren,Troglodytes_troglodytes,1,
4,AM,06/06/2024,728,Attenborough,52.8974,-1.2457,12,20,bf0,Wren,Troglodytes_troglodytes,2,
5,AM,06/06/2024,750,Attenborough,52.8999,-1.2415,12,20,bf0,Wren,Troglodytes_troglodytes,2,
6,AM,06/06/2024,811,Attenborough,52.901,-1.2361,12,20,bf1,Wren,Troglodytes_troglodytes,2,
7,AM,06/06/2024,830,Attenborough,52.9005,-1.2335,12,20,bf0,Wren,Troglodytes_troglodytes,2,
12,AM,07/06/2024,633,Attenborough,52.9109,-1.223,10,5,bf1,Wren,Troglodytes_troglodytes,1,
13,AM,07/06/2024,658,Attenborough,52.9104,-1.2197,10,5,bf0,Wren,Troglodytes_troglodytes,2,
14,AM,07/06/2024,715,Attenborough,52.911,-1.2185,11,30,bf1,Wren,Troglodytes_troglodytes,2,
16,AM,07/06/2024,810,Attenborough,52.9128,-1.216,13,80,bf0,Wren,Troglodytes_troglodytes,1,
18,AM,07/06/2024,923,Attenborough,52.9081,-1.2148,14,40,bf1,Wren,Troglodytes_troglodytes,2,
21,AM,13/06/2024,606,Attenborough,52.9002,-1.224,7,50,bf1,Wren,Troglodytes_troglodytes,1,
22,AM,13/06/2024,626,Attenborough,52.9011,-1.2218,7,50,bf1,Wren,Troglodytes_troglodytes,2,
23,AM,13/06/2024,650,Attenborough,52.8963,-1.2255,8,70,bf1,Wren,Troglodytes_troglodytes,3,
24,AM,13/06/2024,711,Attenborough,52.8972,-1.23,9,70,bf1,Wren,Troglodytes_troglodytes,1,
25,AM,13/06/2024,730,Attenborough,52.8943,-1.2327,9,70,bf1,Wren,Troglodytes_troglodytes,1,
26,AM,13/06/2024,809,Attenborough,52.893,-1.237,10,90,bf1,Wren,Troglodytes_troglodytes,1,
27,AM,13/06/2024,842,Attenborough,52.898,-1.2207,11,80,bf1,Wren,Troglodytes_troglodytes,2,
28,AM,13/06/2024,933,Attenborough,52.9025,-1.232,12,80,bf0,Wren,Troglodytes_troglodytes,2,
29,AM,13/06/2024,951,Attenborough,52.9035,-1.2316,14,70,bf1,Wren,Troglodytes_troglodytes,1,
31,AM,14/06/2024,617,Attenborough,52.91,-1.2215,13,95,bf0,Wren,Troglodytes_troglodytes,2,
32,AM,14/06/2024,641,Attenborough,52.91,-1.2177,13,95,bf0,Wren,Troglodytes_troglodytes,3,
34,AM,14/06/2024,730,Attenborough,52.9165,-1.2142,14,95,bf1,Wren,Troglodytes_troglodytes,2,
35,AM,14/06/2024,804,Attenborough,52.914,-1.2184,15,90,bf1,Wren,Troglodytes_troglodytes,1,
36,AM,14/06/2024,842,Attenborough,52.904,-1.2176,14,95,bf2,Wren,Troglodytes_troglodytes,2,
38,AM,14/06/2024,910,Attenborough,52.9032,-1.2257,15,90,bf1,Wren,Troglodytes_troglodytes,1,
40,AM,14/06/2024,942,Attenborough,52.9044,-1.2225,15,80,bf1,Wren,Troglodytes_troglodytes,1,
